"age","age_o","samerace","importance_same_race","importance_same_religion","pref_o_attractive","pref_o_sincere","pref_o_intelligence","pref_o_funny","pref_o_ambitious","pref_o_shared_interests","attractive_o","sinsere_o","intelligence_o","funny_o","ambitous_o","shared_interests_o","attractive_important","sincere_important","intellicence_important","funny_important","ambtition_important","shared_interests_important","attractive","sincere","intelligence","funny","ambition","attractive_partner","sincere_partner","intelligence_partner","funny_partner","ambition_partner","shared_interests_partner","interests_correlate","like","guess_prob_liked","met","decision","match"
23,30,1,1,3,17.5,17.5,20,12.5,20,12.5,8,7,8,8,8,3,25.64,17.95,15.38,20.51,10.26,10.26,10,10,10,10,10,7,6,6,7,6,7,0.45,7,8,0,1,1
23,23,1,1,3,17.31,13.46,17.31,19.23,19.23,13.46,10,9,9,10,10,10,25.64,17.95,15.38,20.51,10.26,10.26,10,10,10,10,10,9,7,7,9,7,7,0.46,8,7,0,1,1
23,25,0,1,3,11.54,13.46,19.23,19.23,19.23,17.31,9,9,9,9,9,9,25.64,17.95,15.38,20.51,10.26,10.26,10,10,10,10,10,8,7,8,8,7,6,0.22,8,7,0,1,1
23,27,0,1,3,14.29,18.37,18.37,16.33,18.37,14.29,8,7,8,7,8,6,25.64,17.95,15.38,20.51,10.26,10.26,10,10,10,10,10,8,7,8,8,7,7,0.2,8,7,0,1,1
26,23,1,7,7,17.31,13.46,17.31,19.23,19.23,13.46,8,10,7,9,7,8,20,16,18,16,16,14,7,10,8,10,10,8,8,7,9,8,8,0.24,9,7,0,1,1
26,25,0,7,7,11.54,13.46,19.23,19.23,19.23,17.31,8,9,9,9,9,9,20,16,18,16,16,14,7,10,8,10,10,8,8,8,8,8,7,-0.15,8,6,0,1,1
26,25,0,7,7,15.52,17.24,17.24,17.24,17.24,15.52,8,8,10,9,10,8,20,16,18,16,16,14,7,10,8,10,10,6,8,8,7,7,7,0.51,6,6,0,1,1
24,27,0,1,4,14.29,18.37,18.37,16.33,18.37,14.29,6,10,10,6,10,6,13.51,18.92,21.62,13.51,13.51,18.92,5,8,4,7,8,7,6,7,7,6,6,0.14,6,4,0,1,1
28,27,1,7,1,15.38,19.23,19.23,19.23,13.46,13.46,8,8,9,9,8,6,21.43,16.67,21.43,16.67,11.9,11.9,8,7,5,10,10,8,9,7,9,5,5,0.49,7,7,0,1,1
28,25,0,7,1,11.54,13.46,19.23,19.23,19.23,17.31,8,8,8,8,8,8,21.43,16.67,21.43,16.67,11.9,11.9,8,7,5,10,10,6,8,7,5,6,3,-0.11,7,5,0,1,1
42,25,1,5,1,15.38,17.31,17.31,17.31,17.31,15.38,8,8,8,9,9,8,23.81,23.81,23.81,23.81,2.38,2.38,6,6,6,6,6,9,8,9,9,5,5,-0.83,7,4,0,1,1
42,31,0,5,1,14.58,16.67,20.83,18.75,16.67,12.5,7,7,7,7,7,7,23.81,23.81,23.81,23.81,2.38,2.38,6,6,6,6,6,6,8,9,8,7,7,0.09,6,5,0,1,1
42,25,0,5,1,11.54,13.46,19.23,19.23,19.23,17.31,9,9,9,9,9,9,23.81,23.81,23.81,23.81,2.38,2.38,6,6,6,6,6,9,8,7,8,7,7,0.31,7,6,0,1,1
42,28,1,5,1,16.36,16.36,18.18,18.18,16.36,14.55,6,9,8,9,8,8,23.81,23.81,23.81,23.81,2.38,2.38,6,6,6,6,6,9,7,7,7,5,7,0.25,8,4,0,1,1
30,24,0,1,1,14,18,20,18,16,14,10,10,10,10,10,10,18.6,20.93,23.26,23.26,2.33,11.63,8,8,8,9,3,9,5,6,6,6,9,0.43,8,10,1,1,1
30,27,1,1,1,14.29,18.37,18.37,16.33,18.37,14.29,7,7,7,8,7,7,18.6,20.93,23.26,23.26,2.33,11.63,8,8,8,9,3,6,8,7,6,7,10,0.35,5,10,1,1,1
31,24,0,4,7,14,18,20,18,16,14,10,10,10,10,10,10,17.78,17.78,17.78,17.78,13.33,15.56,8,8,8,8,6,10,10,9,10,8,8,0.13,9,7,1,1,1
23,27,0,3,1,25,15,20,20,15,5,7,8,6,8,6,4,15,15,20,20,20,10,6,9,9,8,9,7,6,6,8,7,7,0.04,7,4,0,1,1
27,28,1,3,5,20,20,20,10,10,20,8,8,8,8,9,7,15,20,20,15,15,15,10,9,10,9,8,8,9,9,8,9,8,0.18,8,7,0,1,1
27,25,0,3,5,20,20,20,20,10,10,8,8,8,9,7,8,15,20,20,15,15,15,10,9,10,9,8,9,8,9,9,10,10,0.81,9,8,0,1,1
34,32,1,6,6,18,10,30,10,10,22,6,8,8,6,5,3,10,25,20,20,5,20,7,9,7,9,4,7,6,9,8,7,7,0.54,8,6,0,1,1
26,25,0,1,1,20,20,20,20,10,10,6,7,7,8,9,7,10,30,30,10,10,10,3,8,5,3,6,7,5,5,6,5,7,-0.38,6,5,0,1,1
29,27,0,1,1,25,15,20,20,15,5,6,7,7,8,7,5,90,2,2,2,2,2,8,10,8,8,8,10,6,8,9,7,5,0.17,7,6,0,1,1
29,25,0,1,1,20,20,20,20,10,10,8,10,8,8,8,8,90,2,2,2,2,2,8,10,8,8,8,8,6,10,9,10,9,0.76,8,7,0,1,1
26,27,0,3,3,20,20,20,25,5,10,7,8,8,8,7,7,20,20,25,20,5,10,7,9,7,8,4,4,6,7,3,2,7,0.31,6,5,0,1,1
26,27,0,3,3,25,15,20,20,15,5,8,7,7,6,6,5,20,20,25,20,5,10,7,9,7,8,4,5,3,6,7,10,3,0.16,7,6,0,1,1
26,25,0,3,3,20,20,20,20,10,10,7,8,7,8,7,8,20,20,25,20,5,10,7,9,7,8,4,7,7,7,6,9,7,0.67,7,6,0,1,1
26,33,0,3,3,19,19,19,19,19,5,8,9,8,8,8,8,20,20,25,20,5,10,7,9,7,8,4,3,6,7,5,3,7,0.44,6,6,0,1,1
27,26,0,2,3,20,20,25,20,5,10,4,6,7,3,2,7,20,20,20,25,5,10,7,9,8,9,5,7,8,8,8,7,7,0.31,8,7,0,1,1
28,27,1,8,9,15,20,20,15,15,15,8,9,9,8,9,8,20,20,20,10,10,20,7,10,7,10,10,8,8,8,8,9,7,0.18,8,5,0,1,1
27,23,0,1,1,15,15,20,20,20,10,7,6,6,8,7,7,25,15,20,20,15,5,5,6,8,8,8,7,8,6,8,6,4,0.04,8,6,0,1,1
27,29,0,1,1,90,2,2,2,2,2,10,6,8,9,7,5,25,15,20,20,15,5,5,6,8,8,8,6,7,7,8,7,5,0.17,7,6,0,1,1
27,26,0,1,1,20,20,25,20,5,10,5,3,6,7,10,3,25,15,20,20,15,5,5,6,8,8,8,8,7,7,6,6,5,0.16,8,5,0,1,1
25,34,0,1,1,10,20,20,20,20,10,6,8,10,8,10,9,20,20,20,20,10,10,10,9,9,10,10,6,10,8,7,7,6,0.6,6,9,0,1,1
25,27,0,1,1,15,20,20,15,15,15,9,8,9,9,10,10,20,20,20,20,10,10,10,9,9,10,10,8,8,8,9,7,8,0.81,8,9,0,1,1
25,26,0,1,1,10,30,30,10,10,10,7,5,5,6,5,7,20,20,20,20,10,10,10,9,9,10,10,6,7,7,8,9,7,-0.38,7,10,0,1,1
25,29,0,1,1,90,2,2,2,2,2,8,6,10,9,10,9,20,20,20,20,10,10,10,9,9,10,10,8,10,8,8,8,8,0.76,8,9,0,1,1
25,26,0,1,1,20,20,25,20,5,10,7,7,7,6,9,7,20,20,20,20,10,10,10,9,9,10,10,7,8,7,8,7,8,0.67,7,9,0,1,1
33,26,0,2,2,20,20,25,20,5,10,3,6,7,5,3,7,19,19,19,19,19,5,8,10,9,10,9,8,9,8,8,8,8,0.44,8,7,0,1,1
28,24,1,1,1,30,10,20,20,10,10,7,9,8,9,8,7,0,25,25,25,25,0,9,9,9,9,10,4,5,6,6,6,6,0.47,6,8,0,1,1
28,27,0,1,1,20,20,15,15,12,18,6,10,8,9,8,7,0,25,25,25,25,0,9,9,9,9,10,1,7,9,2,9,2,-0.16,2,8,0,1,1
33,24,0,1,1,30,10,20,20,10,10,5,6,8,7,7,8,25,30,10,10,5,20,8,10,9,8,7,6,7,7,7,7,8,0.5,7,7,0,1,1
33,24,0,1,1,20,20,25,25,5,5,5,5,5,4,4,4,25,30,10,10,5,20,8,10,9,8,7,6,8,8,6,7,6,0.01,7,7,0,1,1
24,25,0,6,5,27,15,28,10,10,10,7,7,8,6,9,6,15,25,20,20,10,10,6,9,6,8,6,8,7,7,6,7,7,-0.06,8,7,0,1,1
24,23,0,6,5,25,15,20,20,10,10,8,7,7,7,7,7,15,25,20,20,10,10,6,9,6,8,6,6,8,6,7,6,5,-0.32,7,7,0,1,1
24,28,1,6,5,20,30,10,20,0,20,6,8,8,8,7,7,15,25,20,20,10,10,6,9,6,8,6,7,7,6,7,5,3,-0.13,7,8,0,1,1
25,26,0,1,10,24,16,28,14,8,10,6,10,9,8,8,5,7,35,20,20,5,13,6,10,8,9,5,7,10,10,6,3,9,0.1,8,8,0,1,1
25,27,0,1,10,50,10,10,10,10,10,10,9,9,9,9,6,7,35,20,20,5,13,6,10,8,9,5,9,10,8,6,7,7,0.58,7,7,0,1,1
27,26,0,4,4,24,16,28,14,8,10,7,7,8,7,5,6,19,20,19,14,13,15,6,9,7,9,6,7,7,8,7,8,6,0.39,8,10,1,1,1
27,25,0,4,4,25,20,30,15,5,5,7,7,8,7,8,7,19,20,19,14,13,15,6,9,7,9,6,7,9,9,8,8,6,0.62,7,5,1,1,1
27,23,0,4,4,25,15,20,20,10,10,10,9,9,9,9,9,19,20,19,14,13,15,6,9,7,9,6,7,8,6,8,7,7,0.34,8,5,0,1,1
27,24,0,4,4,20,20,25,25,5,5,6,6,6,6,6,6,19,20,19,14,13,15,6,9,7,9,6,6,9,7,7,6,5,-0.18,7,4,0,1,1
27,27,1,4,4,20,20,15,15,12,18,6,8,8,6,6,7,19,20,19,14,13,15,6,9,7,9,6,6,7,9,7,10,7,0.47,7,5,0,1,1
26,21,0,1,4,25,10,25,5,10,25,6,6,7,5,6,7,15,20,20,20,15,10,5,8,7,7,8,8,8,8,8,7,7,0.54,7,5,0,1,1
26,26,0,1,4,24,16,28,14,8,10,8,10,9,7,5,8,15,20,20,20,15,10,5,8,7,7,8,8,10,9,8,7,8,0.7,9,10,1,1,1
26,25,0,1,4,25,20,30,15,5,5,7,7,8,7,7,7,15,20,20,20,15,10,5,8,7,7,8,4,8,8,7,8,7,0.63,7,5,1,1,1
26,27,1,1,4,20,20,15,15,12,18,6,7,8,7,6,6,15,20,20,20,15,10,5,8,7,7,8,4,8,8,7,8,6,0.3,7,5,1,1,1
26,24,0,9,10,30,10,20,20,10,10,7,8,9,9,8,9,20,20,20,10,20,10,8,8,8,8,5,8,9,8,7,8,5,0.72,7,2,0,1,1
26,23,1,9,10,25,15,20,20,10,10,8,8,8,8,8,8,20,20,20,10,20,10,8,8,8,8,5,9,9,9,9,9,8,-0.44,9,8,0,1,1
26,27,0,9,10,20,20,15,25,10,10,6,5,7,7,6,7,20,20,20,10,20,10,8,8,8,8,5,5,10,9,7,7,7,0.18,8,1,0,1,1
26,28,0,9,10,20,30,10,20,0,20,7,9,8,8,5,7,20,20,20,10,20,10,8,8,8,8,5,6,10,9,10,8,5,0.18,10,6,0,1,1
26,28,1,9,10,20,18,20,17,10,15,6,10,10,8,7,6,20,20,20,10,20,10,8,8,8,8,5,10,8,9,10,10,7,-0.2,9,4,0,1,1
26,24,0,1,3,30,10,20,20,10,10,6,7,8,8,9,8,15,15,25,20,5,20,8,7,8,9,5,6,8,8,8,7,6,0.14,8,6,0,1,1
26,25,1,1,3,27,15,28,10,10,10,7,7,9,7,6,6,15,15,25,20,5,20,8,7,8,9,5,7,8,8,8,7,5,0.73,7,6,0,1,1
26,25,1,1,3,25,20,30,15,5,5,7,7,7,8,7,7,15,15,25,20,5,20,8,7,8,9,5,5,7,8,7,5,6,0.54,6,6,1,1,1
26,23,0,1,3,25,15,20,20,10,10,7,7,7,7,7,7,15,15,25,20,5,20,8,7,8,9,5,8,8,7,5,5,6,-0.06,6,5,1,1,1
32,27,1,3,3,20,20,20,15,5,20,6,8,8,5,3,3,15,5,45,10,15,10,7,9,7,10,10,9,6,9,3,6,2,0.41,8,3,0,1,1
28,27,0,2,2,20,20,15,15,12,18,7,9,9,8,5,8,25,20,20,25,0,10,8,8,7,7,4,7,8,9,9,9,6,0.28,7,8,0,1,1
28,28,0,2,2,20,18,20,17,10,15,7,10,8,5,7,4,25,20,20,25,0,10,8,8,7,7,4,6,7,8,6,4,0,0.53,6,3,0,1,1
24,24,1,1,1,30,10,20,20,10,10,8,9,9,8,10,9,30,20,20,10,15,5,9,9,8,9,9,8,7,7,8,8,8,-0.22,8,7,0,1,1
24,26,0,1,1,24,16,28,14,8,10,8,9,8,8,7,7,30,20,20,10,15,5,9,9,8,9,9,7,8,9,7,8,8,0.06,8,6,0,1,1
24,25,0,1,1,27,15,28,10,10,10,8,9,9,8,9,6,30,20,20,10,15,5,9,9,8,9,9,9.5,9,9,8,9,8,0.63,9,7,0,1,1
24,28,0,1,1,20,30,10,20,0,20,10,9,8,6,5,8,30,20,20,10,15,5,9,9,8,9,9,5,7,9,6,8,8,0.48,8,4,0,1,1
24,34,0,1,1,30,10,30,10,5,15,9,8,8,8,7,7,30,20,20,10,15,5,9,9,8,9,9,8,8,9,8,8,8,0.23,9,6,0,1,1
24,28,0,1,1,20,18,20,17,10,15,8,10,7,7,7,6,30,20,20,10,15,5,9,9,8,9,9,9,8,9,8,8,7,0.43,9,6,0,1,1
24,28,1,1,1,23,18,21,18,10,10,9,8,9,6,6,7,30,20,20,10,15,5,9,9,8,9,9,7,8,9,6,9,7,0.06,8,5,0,1,1
24,24,0,4,5,30,10,20,20,10,10,8,9,8,7,6,7,20,10,30,15,15,10,8,8,6,8,7,8,8,7,7,6,7,0.53,8,7,0,1,1
24,25,1,4,5,27,15,28,10,10,10,8,7,9,8,9,4,20,10,30,15,15,10,8,8,6,8,7,8,7,8,6,10,5,0.22,8,7,0,1,1
24,27,0,4,5,50,10,10,10,10,10,8,8,9,9,9,9,20,10,30,15,15,10,8,8,6,8,7,7,10,7,6,9,3,0.17,7,9,0,1,1
24,27,1,4,5,20,20,15,25,10,10,6,7,7,6,5,5,20,10,30,15,15,10,8,8,6,8,7,7,9,8,7,8,6,0.42,8,6,0,1,1
24,28,0,4,5,20,30,10,20,0,20,9,9,10,9,8,9,20,10,30,15,15,10,8,8,6,8,7,8,8,8,7,7,4,0.24,8,7,0,1,1
24,27,0,4,5,20,20,15,15,12,18,6,8,8,6,6,7,20,10,30,15,15,10,8,8,6,8,7,7,8,9,8,9,8,0.35,7,7,0,1,1
23,26,0,2,4,24,16,28,14,8,10,7,9,8,7,5,5,16,16,19,17,14,18,5,4,7,8,6,7,7,8,7,6,8,0.63,7,6,0,1,1
23,25,0,2,4,25,20,30,15,5,5,8,7,8,8,7,7,16,16,19,17,14,18,5,4,7,8,6,6,7,8,7,6,6,0.52,7,6,0,1,1
23,27,0,2,4,20,20,20,15,5,20,7,9,10,6,9,9,16,16,19,17,14,18,5,4,7,8,6,6,6,7,5,5,6,0.47,6,7,0,1,1
23,23,0,2,4,25,15,20,20,10,10,9,9,9,9,9,9,16,16,19,17,14,18,5,4,7,8,6,6,7,6,7,5,6,-0.06,6,5,0,1,1
23,23,0,10,9,25,15,20,20,10,10,8,8,8,8,8,8,10,15,40,15,10,10,9,10,10,9,10,7,7,7,7,5,6,-0.1,7,5,0,1,1
23,28,0,10,9,23,18,21,18,10,10,8,7,6,8,5,7,10,15,40,15,10,10,9,10,10,9,10,6,7,6,7,7,6,0.29,6,6,0,1,1
24,28,1,3,3,0,25,25,25,25,0,4,5,6,6,6,6,30,10,20,20,10,10,7,7,10,9,9,7,9,8,9,8,7,0.47,9,10,0,1,1
24,33,0,3,3,25,30,10,10,5,20,6,7,7,7,7,8,30,10,20,20,10,10,7,7,10,9,9,5,6,8,7,7,8,0.5,6,7,0,1,1
24,26,0,3,3,20,20,20,10,20,10,8,9,8,7,8,5,30,10,20,20,10,10,7,7,10,9,9,7,8,9,9,8,9,0.72,7,6,0,1,1
24,26,0,3,3,15,15,25,20,5,20,6,8,8,8,7,6,30,10,20,20,10,10,7,7,10,9,9,6,7,8,8,9,8,0.14,6,6,0,1,1
24,24,1,3,3,30,20,20,10,15,5,8,7,7,8,8,8,30,10,20,20,10,10,7,7,10,9,9,8,9,9,8,10,9,-0.22,9,8,0,1,1
24,24,0,3,3,20,10,30,15,15,10,8,8,7,7,6,7,30,10,20,20,10,10,7,7,10,9,9,8,9,8,7,6,7,0.53,8,7,0,1,1
21,26,0,1,1,15,20,20,20,15,10,8,8,8,8,7,7,25,10,25,5,10,25,10,7,6,10,10,6,6,7,5,6,7,0.54,6,6,0,1,1
26,25,0,7,3,7,35,20,20,5,13,7,10,10,6,3,9,24,16,28,14,8,10,7,6,7,10,8,6,10,9,8,8,5,0.1,7,5,0,1,1
26,27,0,7,3,19,20,19,14,13,15,7,7,8,7,8,6,24,16,28,14,8,10,7,6,7,10,8,7,7,8,7,5,6,0.39,9,10,0,1,1
26,26,0,7,3,15,20,20,20,15,10,8,10,9,8,7,8,24,16,28,14,8,10,7,6,7,10,8,8,10,9,7,5,8,0.7,9,10,0,1,1
26,24,0,7,3,30,20,20,10,15,5,7,8,9,7,8,8,24,16,28,14,8,10,7,6,7,10,8,8,9,8,8,7,7,0.06,8,6,0,1,1
26,23,0,7,3,16,16,19,17,14,18,7,7,8,7,6,8,24,16,28,14,8,10,7,6,7,10,8,7,9,8,7,5,5,0.63,7,7,0,1,1
25,24,0,7,1,15,25,20,20,10,10,8,7,7,6,7,7,27,15,28,10,10,10,8,9,6,10,7,7,7,8,6,9,6,-0.06,6,6,0,1,1
25,26,1,7,1,15,15,25,20,5,20,7,8,8,8,7,5,27,15,28,10,10,10,8,9,6,10,7,7,7,9,7,6,6,0.73,6,5,0,1,1
25,24,0,7,1,30,20,20,10,15,5,9.5,9,9,8,9,8,27,15,28,10,10,10,8,9,6,10,7,8,9,9,8,9,6,0.63,8,8,0,1,1
25,24,1,7,1,20,10,30,15,15,10,8,7,8,6,10,5,27,15,28,10,10,10,8,9,6,10,7,8,7,9,8,9,4,0.22,6,3,0,1,1
25,23,0,7,1,16,16,19,17,14,18,6,6,6,5,5,5,27,15,28,10,10,10,8,9,6,10,7,7,8,9,8,7,4,0.18,5,5,0,1,1
25,27,0,2,1,19,20,19,14,13,15,7,9,9,8,8,6,25,20,30,15,5,5,5,9,5,8,6,7,7,8,7,8,7,0.62,7,5,1,1,1
25,26,0,2,1,15,20,20,20,15,10,4,8,8,7,8,7,25,20,30,15,5,5,5,9,5,8,6,7,7,8,7,7,7,0.63,7,3,1,1,1
25,26,1,2,1,15,15,25,20,5,20,5,7,8,7,5,6,25,20,30,15,5,5,5,9,5,8,6,7,7,7,8,7,7,0.54,8,5,1,1,1
25,23,0,2,1,16,16,19,17,14,18,6,7,8,7,6,6,25,20,30,15,5,5,5,9,5,8,6,8,7,8,8,7,7,0.52,8,4,0,1,1
27,32,1,2,5,15,5,45,10,15,10,9,6,9,3,6,2,20,20,20,15,5,20,7,8,6,8,5,6,8,8,5,3,3,0.41,5,3,0,1,1
27,23,0,2,5,16,16,19,17,14,18,6,6,7,5,5,6,20,20,20,15,5,20,7,8,6,8,5,7,9,10,6,9,9,0.47,8,7,0,1,1
23,24,0,1,1,15,25,20,20,10,10,6,8,6,7,6,5,25,15,20,20,10,10,7,9,9,7,10,8,7,7,7,7,7,-0.32,7,7,0,1,1
23,27,0,1,1,19,20,19,14,13,15,7,8,6,8,7,7,25,15,20,20,10,10,7,9,9,7,10,10,9,9,9,9,9,0.34,10,6,0,1,1
23,26,1,1,1,20,20,20,10,20,10,9,9,9,9,9,8,25,15,20,20,10,10,7,9,9,7,10,8,8,8,8,8,8,-0.44,8,6,0,1,1
23,26,0,1,1,15,15,25,20,5,20,8,8,7,5,5,6,25,15,20,20,10,10,7,9,9,7,10,7,7,7,7,7,7,-0.06,7,3,0,1,1
23,23,0,1,1,16,16,19,17,14,18,6,7,6,7,5,6,25,15,20,20,10,10,7,9,9,7,10,9,9,9,9,9,9,-0.06,8,7,0,1,1
23,23,0,1,1,10,15,40,15,10,10,7,7,7,7,5,6,25,15,20,20,10,10,7,9,9,7,10,8,8,8,8,8,8,-0.1,8,5,0,1,1
27,25,0,1,1,7,35,20,20,5,13,9,10,8,6,7,7,50,10,10,10,10,10,9,9,9,9,9,10,9,9,9,9,6,0.58,10,6,0,1,1
27,24,0,1,1,20,10,30,15,15,10,7,10,7,6,9,3,50,10,10,10,10,10,9,9,9,9,9,8,8,9,9,9,9,0.17,6,9,0,1,1
24,33,0,1,1,25,30,10,10,5,20,6,8,8,6,7,6,20,20,25,25,5,5,8,10,10,10,8,5,5,5,4,4,4,0.01,4.5,8,0,1,1
24,27,0,1,1,19,20,19,14,13,15,6,9,7,7,6,5,20,20,25,25,5,5,8,10,10,10,8,6,6,6,6,6,6,-0.18,6,6,0,1,1
27,26,0,3,5,20,20,20,10,20,10,5,10,9,7,7,7,20,20,15,25,10,10,5,8,7,8,7,6,5,7,7,6,7,0.18,7,4,0,1,1
27,24,1,3,5,20,10,30,15,15,10,7,9,8,7,8,6,20,20,15,25,10,10,5,8,7,8,7,6,7,7,6,5,5,0.42,6,3,0,1,1
28,24,1,1,2,15,25,20,20,10,10,7,7,6,7,5,3,20,30,10,20,0,20,4,9,10,8,8,6,8,8,8,7,7,-0.13,7,6,0,1,1
28,26,0,1,2,20,20,20,10,20,10,6,10,9,10,8,5,20,30,10,20,0,20,4,9,10,8,8,7,9,8,8,5,7,0.18,8,6,0,1,1
28,24,0,1,2,30,20,20,10,15,5,5,7,9,6,8,8,20,30,10,20,0,20,4,9,10,8,8,10,9,8,6,5,8,0.48,8,3,0,1,1
28,24,0,1,2,20,10,30,15,15,10,8,8,8,7,7,4,20,30,10,20,0,20,4,9,10,8,8,9,9,10,9,8,9,0.24,9,6,0,1,1
34,26,0,2,6,20,20,20,10,20,10,8,9,9,9,8,7,30,10,30,10,5,15,5,4,5,10,9,5,7,8,7,7,8,0.31,7,5,0,1,1
34,24,0,2,6,30,20,20,10,15,5,8,8,9,8,8,8,30,10,30,10,5,15,5,4,5,10,9,9,8,8,8,7,7,0.23,8,7,0,1,1
27,28,0,5,5,0,25,25,25,25,0,1,7,9,2,9,2,20,20,15,15,12,18,6,9,7,9,9,6,10,8,9,8,7,-0.16,7,6,0,1,1
27,27,1,5,5,19,20,19,14,13,15,6,7,9,7,10,7,20,20,15,15,12,18,6,9,7,9,9,6,8,8,6,6,7,0.47,6,7,0,1,1
27,26,1,5,5,15,20,20,20,15,10,4,8,8,7,8,6,20,20,15,15,12,18,6,9,7,9,9,6,7,8,7,6,6,0.3,6,6,1,1,1
27,28,0,5,5,25,20,20,25,0,10,7,8,9,9,9,6,20,20,15,15,12,18,6,9,7,9,9,7,9,9,8,5,8,0.28,7,7,0,1,1
27,24,0,5,5,20,10,30,15,15,10,7,8,9,8,9,8,20,20,15,15,12,18,6,9,7,9,9,6,8,8,6,6,7,0.35,7,7,0,1,1
28,26,1,7,1,20,20,20,10,20,10,10,8,9,10,10,7,20,18,20,17,10,15,8,10,8,10,10,6,10,10,8,7,6,-0.2,7,7,0,1,1
28,28,0,7,1,25,20,20,25,0,10,6,7,8,6,4,0,20,18,20,17,10,15,8,10,8,10,10,7,10,8,5,7,4,0.53,7,8,0,1,1
28,24,0,7,1,30,20,20,10,15,5,9,8,9,8,8,7,20,18,20,17,10,15,8,10,8,10,10,8,10,7,7,7,6,0.43,7,5,0,1,1
28,24,1,3,7,30,20,20,10,15,5,7,8,9,6,9,7,23,18,21,18,10,10,7,10,9,9,9,9,8,9,6,6,7,0.06,8,7,0,1,1
28,23,0,3,7,10,15,40,15,10,10,6,7,6,7,7,6,23,18,21,18,10,10,7,10,9,9,9,8,7,6,8,5,7,0.29,7,7,0,1,1
30,25,0,1,1,25,20,15,25,10,5,7,8,9,8,7,6,20,20,35,5,10,10,9,10,7,9,7,8,9,9,9,9,8,0.2,8,6,0,1,1
28,25,1,10,10,25,20,15,25,10,5,6,8,8,8,7,5,15,20,35,15,5,10,8,9,6,10,9,9,8,8,9,8,8,0.24,8,8,0,1,1
28,30,1,10,10,50,0,20,20,0,10,5,10,9,9,9,6,15,20,35,15,5,10,8,9,6,10,9,8,10,8,9,8,8,0.14,8,7,0,1,1
28,26,1,10,10,20,25,20,10,5,20,6,9,7,6,6,8,15,20,35,15,5,10,8,9,6,10,9,7,9,9,6,5,5,-0.17,6,8,0,1,1
21,27,0,9,8,17,19,18,17,11,18,8,9,8,8,6,7,25,25,15,15,10,10,8,10,9,8,9,5,10,8,7,8,8,0.38,6,8,0,1,1
21,25,1,9,8,24,15,20,20,8,13,9,8,7,8,7,6,25,25,15,15,10,10,8,10,9,8,9,7,8,9,7,8,7,0.57,7,8,0,1,1
21,25,1,9,8,25,20,15,25,10,5,7,6,6,7,7,5,25,25,15,15,10,10,8,10,9,8,9,7,7,7,8,9,7,0.19,7,8,0,1,1
21,26,1,9,8,20,25,20,10,5,20,9,9,7,8,9,8,25,25,15,15,10,10,8,10,9,8,9,3,10,10,8,9,10,-0.36,7,10,0,1,1
24,25,0,1,1,25,20,15,25,10,5,5,8,7,8,5,5,10,40,10,20,10,10,6,9,9,8,9,10,10,10,10,10,8,0.59,9,8,0,1,1
35,25,1,1,1,25,20,15,25,10,5,6,8,8,7,7,8,15,20,25,15,15,10,8,9,9,9,10,8,9,9,10,7,10,0.52,9,9,0,1,1
35,26,1,1,1,20,25,20,10,5,20,6,8,9,8,9,8,15,20,25,15,15,10,8,9,9,9,10,8,10,10,10,9,10,-0.03,9,9,0,1,1
34,32,1,3,8,20,20,20,20,10,10,8,10,10,8,10,7,20,20,20,20,10,10,9,9,8,9,8,6,7,10,5,10,6,0.65,6,5,0,1,1
34,29,0,3,8,50,20,10,10,5,5,6,6,7,8,7,8,20,20,20,20,10,10,9,9,8,9,8,7,8,9,7,9,6,0.17,7,6,0,1,1
33,27,1,2,1,19,13,18,18,10,22,7,7,9,8,9,6,20,25,25,10,15,5,8,10,9,8,6,7,8,8,8,8,7,0.19,8,8,0,1,1
28,30,1,1,10,50,0,20,20,0,10,8,6,8,8,8,7,5,20,25,25,15,10,6,10,10,8,8,7,7,8,10,7,8,0.61,9,5,0,1,1
29,32,0,6,9,20,20,20,20,10,10,10,10,10,10,10,5,10,47,16,12,3,12,7,9,8,9,5,7,9,9,8,2,7,0.46,8,8,0,1,1
29,27,0,6,9,6.67,19.05,42.86,9.52,14.29,7.62,9,8,8,6,4,5,10,47,16,12,3,12,7,9,8,9,5,5,9,9,8,7,8,0.53,8,7,0,1,1
22,27,0,6,2,6.67,19.05,42.86,9.52,14.29,7.62,8,8,9,10,4,2,16,20,19,16,18,11,6,9,8,8,8,8,8,8,8,8,6,-0.21,8,7,0,1,1
27,30,0,1,3,50,0,20,20,0,10,7,7,7,6,8,9,10,20,20,15,20,15,5,8,7,8,8,7,6,7,8,5,7,0.31,7,6,0,1,1
27,21,0,7,3,25,25,15,15,10,10,5,10,8,7,8,8,17,19,18,17,11,18,7,10,8,8,7,8,9,8,8,6,7,0.38,9,4,0,1,1
32,34,1,5,9,20,20,20,20,10,10,6,7,10,5,10,6,20,20,20,20,10,10,7,8,9,9,7,8,10,10,8,10,7,0.65,8,8,0,1,1
32,29,0,5,9,10,47,16,12,3,12,7,9,9,8,2,7,20,20,20,20,10,10,7,8,9,9,7,10,10,10,10,10,5,0.46,8,5,0,1,1
25,21,1,7,8,25,25,15,15,10,10,7,8,9,7,8,7,24,15,20,20,8,13,7,6,8,7,4,9,8,7,8,7,6,0.57,8,7,0,1,1
